time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
103,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,0,1
18,Room Temperature,Tomatoes,Medium,18,Airtight,2,2
101,Room Temperature,Tomatoes,Medium,101,Covered (not airtight),3,3
25,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
127,Refrigerator,None (plain dal),Medium,6,Airtight,2,2
73,Refrigerator,Tomatoes,Medium,3,Airtight,2,1
106,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
2,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
34,Room Temperature,None (plain dal),Watery (thin),34,Airtight,4,3
155,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),2,2
63,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
133,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),133,Airtight,4,3
160,Refrigerator,Tomatoes,Medium,2,Airtight,1,1
97,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
135,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
111,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
65,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
137,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
7,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
73,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
47,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),6,Covered (not airtight),1,1
117,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
54,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
79,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
29,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
63,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
54,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
46,Refrigerator,None (plain dal),Watery (thin),4,Airtight,0,1
147,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Open to air,0,0
122,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
85,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
60,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),60,Covered (not airtight),3,3
134,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
142,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
159,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
48,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
161,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,1
158,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
66,Room Temperature,None (plain dal),Medium,66,Open to air,4,3
4,Room Temperature,Tomatoes,Watery (thin),4,Open to air,0,1
12,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),1,1
160,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
159,Refrigerator,Tomatoes,Medium,6,Open to air,0,1
85,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
120,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
112,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Open to air,0,0
119,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
44,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
110,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
106,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
55,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
84,Refrigerator,Tomatoes,Medium,3,Open to air,1,1
162,Room Temperature,Tomatoes,Medium,162,Airtight,3,3
57,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
61,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
138,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,1
23,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
108,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
145,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
96,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
140,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
127,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),1,1
75,Refrigerator,Tomatoes,Watery (thin),2,Airtight,2,1
21,Room Temperature,Tomatoes,Thick (low water),21,Airtight,0,1
123,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,1
101,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
156,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
103,Room Temperature,Tomatoes,Medium,103,Airtight,3,3
114,Refrigerator,None (plain dal),Thick (low water),6,Airtight,0,1
157,Refrigerator,Tomatoes,Thick (low water),1,Open to air,1,1
55,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
97,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
154,Refrigerator,None (plain dal),Watery (thin),4,Airtight,4,3
22,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,0
33,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
136,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
138,Refrigerator,None (plain dal),Watery (thin),1,Airtight,2,2
109,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
163,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,1
8,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
54,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
73,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
57,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
168,Refrigerator,Tomatoes,Watery (thin),2,Airtight,2,1
110,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,1
13,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),13,Covered (not airtight),0,1
103,Room Temperature,None (plain dal),Thick (low water),103,Airtight,3,3
29,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
88,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
6,Room Temperature,Tomatoes,Medium,6,Airtight,0,1
165,Room Temperature,None (plain dal),Medium,165,Airtight,3,3
117,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
150,Refrigerator,None (plain dal),Medium,3,Airtight,2,2
34,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
54,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
3,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
16,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
136,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
162,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),2,1
163,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,1
53,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
153,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),153,Airtight,4,3
3,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
2,Room Temperature,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
23,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
53,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
28,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,0
163,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),163,Airtight,4,3
82,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
131,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
30,Room Temperature,Tomatoes,Watery (thin),30,Airtight,3,3
99,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Covered (not airtight),0,0
131,Room Temperature,None (plain dal),Watery (thin),131,Airtight,4,3
135,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,1
91,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
128,Refrigerator,None (plain dal),Watery (thin),3,Airtight,2,2
148,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
156,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),1,1
105,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
39,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,1
139,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
1,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
31,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Covered (not airtight),1,1
110,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
49,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
119,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Covered (not airtight),0,0
23,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
106,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
58,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
65,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
48,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
2,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
103,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
163,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
22,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
166,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Covered (not airtight),0,1
71,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
30,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
70,Room Temperature,Tomatoes,Watery (thin),70,Airtight,4,3
149,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
20,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
21,Room Temperature,Tomatoes,Medium,21,Airtight,3,2
83,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
49,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
88,Room Temperature,Tomatoes,Watery (thin),88,Airtight,3,3
9,Room Temperature,None (plain dal),Medium,9,Open to air,1,1
84,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
66,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
108,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
68,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
138,Refrigerator,Tomatoes,Thick (low water),2,Airtight,1,1
155,Room Temperature,None (plain dal),Watery (thin),155,Airtight,3,3
56,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
82,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,1
83,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
73,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
119,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,119,Covered (not airtight),4,3
28,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
20,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
15,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
47,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
20,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,0
54,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
14,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
26,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
25,Room Temperature,Tomatoes,Medium,25,Airtight,3,3
7,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
162,Room Temperature,None (plain dal),Watery (thin),162,Covered (not airtight),4,3
58,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
17,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),17,Airtight,2,1
20,Room Temperature,Tomatoes,Watery (thin),20,Airtight,3,3
87,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,1
3,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
102,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
113,Refrigerator,Tomatoes,Thick (low water),6,Covered (not airtight),1,1
89,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
84,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),0,0
158,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,1
97,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
5,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
6,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
159,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
129,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,1
15,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
92,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
157,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
47,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
13,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
70,Room Temperature,None (plain dal),Thick (low water),70,Covered (not airtight),4,3
96,Room Temperature,Tomatoes,Thick (low water),96,Covered (not airtight),4,3
155,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Open to air,0,1
62,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
134,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
125,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
78,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
159,Room Temperature,Tomatoes,Thick (low water),159,Covered (not airtight),4,3
30,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),2,1
3,Refrigerator,None (plain dal),Medium,3,Airtight,0,0
64,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
154,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
11,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
131,Refrigerator,Tomatoes,Medium,6,Airtight,1,1
122,Refrigerator,Tomatoes,Thick (low water),4,Open to air,2,1
74,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
121,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),121,Airtight,3,3
137,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
131,Room Temperature,Tomatoes,Thick (low water),131,Airtight,4,3
82,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
114,Refrigerator,Tomatoes,Watery (thin),3,Airtight,2,1
139,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
32,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
62,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
153,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
50,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
79,Refrigerator,Tomatoes,Watery (thin),3,Airtight,0,1
116,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
129,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
73,Room Temperature,None (plain dal),Medium,73,Covered (not airtight),3,3
84,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,0
138,Refrigerator,None (plain dal),Medium,4,Airtight,2,2
138,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
25,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
124,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),1,1
129,Refrigerator,None (plain dal),Medium,4,Open to air,1,1
155,Refrigerator,Tomatoes,Watery (thin),4,Open to air,0,1
95,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),95,Airtight,4,3
165,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
38,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
45,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
57,Room Temperature,Tomatoes,Medium,57,Airtight,3,3
99,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
10,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,10,Airtight,1,1
28,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
84,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
7,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
27,Room Temperature,None (plain dal),Watery (thin),27,Airtight,4,3
67,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
126,Refrigerator,None (plain dal),Medium,3,Airtight,2,1
25,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
154,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),0,1
115,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
163,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
73,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
16,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),16,Airtight,0,1
32,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
34,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
26,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
141,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),2,2
75,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),1,1
27,Room Temperature,Tomatoes,Watery (thin),27,Open to air,4,3
69,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
159,Refrigerator,None (plain dal),Medium,6,Airtight,3,2
44,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
66,Room Temperature,Tomatoes,Medium,66,Covered (not airtight),3,3
86,Room Temperature,Tomatoes,Medium,86,Airtight,4,3
150,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
21,Room Temperature,None (plain dal),Medium,21,Airtight,3,3
99,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
20,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
151,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
41,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
152,Room Temperature,Tomatoes,Watery (thin),152,Airtight,3,3
47,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
165,Room Temperature,None (plain dal),Thick (low water),165,Airtight,3,3
99,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
162,Room Temperature,None (plain dal),Thick (low water),162,Airtight,4,3
39,Room Temperature,Tomatoes,Medium,39,Covered (not airtight),4,3
83,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
99,Room Temperature,Tomatoes,Medium,99,Airtight,3,3
167,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
153,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
159,Refrigerator,None (plain dal),Medium,6,Airtight,2,2
21,Room Temperature,Tomatoes,Medium,21,Covered (not airtight),3,2
161,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),1,1
141,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,2,1
97,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
136,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
136,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
134,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
99,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Covered (not airtight),0,1
36,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),36,Airtight,3,2
45,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
17,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,0,1
106,Room Temperature,None (plain dal),Watery (thin),106,Airtight,3,3
12,Room Temperature,Tomatoes,Watery (thin),12,Open to air,2,2
102,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,102,Airtight,3,3
118,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
123,Refrigerator,Tomatoes,Watery (thin),6,Covered (not airtight),3,2
110,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
18,Room Temperature,Tomatoes,Medium,18,Airtight,2,2
68,Refrigerator,None (plain dal),Watery (thin),3,Airtight,1,1
50,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
51,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
161,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,1
56,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
77,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),0,1
26,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
61,Room Temperature,None (plain dal),Watery (thin),61,Airtight,4,3
70,Room Temperature,None (plain dal),Medium,70,Open to air,4,3
110,Room Temperature,Tomatoes,Medium,110,Open to air,4,3
152,Refrigerator,None (plain dal),Thick (low water),3,Airtight,1,1
144,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
48,Refrigerator,None (plain dal),Watery (thin),6,Open to air,0,1
162,Refrigerator,None (plain dal),Medium,3,Airtight,2,2
5,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
105,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
163,Refrigerator,None (plain dal),Medium,6,Covered (not airtight),2,2
28,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
68,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Open to air,0,1
17,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
54,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
17,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
58,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
121,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
45,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
63,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
72,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
10,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
164,Room Temperature,Tomatoes,Medium,164,Covered (not airtight),3,3
49,Room Temperature,Tomatoes,Thick (low water),49,Covered (not airtight),4,3
101,Refrigerator,None (plain dal),Watery (thin),6,Open to air,2,2
137,Room Temperature,Tomatoes,Thick (low water),137,Airtight,4,3
18,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,0
86,Refrigerator,None (plain dal),Medium,2,Airtight,2,1
26,Refrigerator,None (plain dal),Medium,3,Airtight,2,1
141,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),6,Covered (not airtight),1,1
54,Room Temperature,None (plain dal),Medium,54,Covered (not airtight),4,3
20,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
77,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
71,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
154,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
156,Refrigerator,None (plain dal),Medium,6,Airtight,2,2
79,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
89,Room Temperature,None (plain dal),Thick (low water),89,Airtight,3,3
25,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
134,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
93,Refrigerator,Tomatoes,Thick (low water),4,Airtight,1,1
66,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
81,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
95,Room Temperature,Tomatoes,Medium,95,Open to air,3,3
167,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
152,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
141,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Open to air,2,1
119,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
120,Refrigerator,None (plain dal),Medium,2,Open to air,1,1
121,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
121,Refrigerator,Tomatoes,Watery (thin),4,Covered (not airtight),1,1
12,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
36,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,1
63,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
90,Room Temperature,Tomatoes,Thick (low water),90,Covered (not airtight),3,3
104,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
1,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
54,Refrigerator,None (plain dal),Thick (low water),3,Airtight,1,1
70,Refrigerator,None (plain dal),Medium,2,Airtight,2,1
18,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Airtight,1,1
14,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
17,Refrigerator,Tomatoes,Medium,6,Open to air,0,1
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
43,Refrigerator,Tomatoes,Thick (low water),6,Covered (not airtight),0,1
165,Refrigerator,Tomatoes,Medium,4,Airtight,2,1
82,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
46,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),0,1
162,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
55,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
20,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
107,Refrigerator,Tomatoes,Medium,4,Airtight,2,1
43,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
148,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
133,Room Temperature,Tomatoes,Thick (low water),133,Airtight,3,3
57,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
