time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
45,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
72,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
29,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
16,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
24,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
20,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
40,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
33,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
27,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
20,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
17,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
49,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
95,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
24,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
87,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
40,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
29,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
61,Freezer,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
25,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
74,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
66,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
68,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
82,Freezer,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
43,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
64,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
21,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
64,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
34,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
94,Freezer,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
29,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
40,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
39,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
60,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
73,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
81,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
48,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
49,Freezer,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
27,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
26,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
18,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
16,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
67,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
15,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
71,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
2,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
27,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
38,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
6,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
20,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
17,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
50,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
36,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
30,Freezer,Aluminum Foil,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
78,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
40,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
80,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
14,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
35,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
78,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
20,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
15,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
65,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
17,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
17,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
21,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
88,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
28,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
72,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
60,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
46,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
30,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
40,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
81,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
89,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
74,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
89,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Cloth Wrap,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
19,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
47,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
29,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
59,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
46,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
65,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
50,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
32,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
1,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
80,Freezer,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
26,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
23,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
46,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
32,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
25,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
6,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
45,Freezer,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
68,Refrigerator,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
38,Freezer,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
93,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
63,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
49,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
42,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
41,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
47,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
39,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
44,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
31,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
64,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
33,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
12,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
14,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
42,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
17,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
18,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
39,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
48,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
10,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
76,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
77,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
12,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
14,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
10,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
46,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
77,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
31,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
3,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
21,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
28,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
83,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
18,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
1,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
51,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
33,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
6,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
48,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
29,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
64,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
2,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
11,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
45,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
78,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
43,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
6,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
21,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
44,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
24,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
2,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
54,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
12,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
1,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
11,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
40,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
15,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
43,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
68,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
42,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
18,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
75,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
92,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
4,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
17,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
80,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
35,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
58,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
7,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
16,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
37,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
33,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
21,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
30,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
56,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
29,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
70,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
23,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
77,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
16,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
39,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
82,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
41,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
24,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
12,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
24,Room Temperature,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
77,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
47,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
89,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
90,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
47,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
14,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
13,Refrigerator,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
25,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
80,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
1,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
20,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
78,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
27,Room Temperature,Cloth Wrap,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
23,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
22,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
71,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
67,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
23,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
32,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
31,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
